county,date,confirmed_patients,suspected_patients,total_covid_patients
Monterey,9/11/2020,28,1,29
Alameda,9/11/2020,131,47,178
San Diego,9/11/2020,227,60,287
Los Angeles,9/11/2020,813,345,1158
Merced,9/11/2020,15,1,16
San Francisco,9/11/2020,74,18,92
Humboldt,9/11/2020,2,1,3
Butte,9/11/2020,11,0,11
Trinity,9/11/2020,0,0,0
Placer,9/11/2020,34,18,52
Modoc,9/11/2020,0,0,0
San Benito,9/11/2020,0,0,0
Glenn,9/11/2020,0,0,0
Shasta,9/11/2020,3,0,3
Mariposa,9/11/2020,0,0,0
Riverside,9/11/2020,171,61,232
Sacramento,9/11/2020,135,26,161
Marin,9/11/2020,9,2,11
Tulare,9/11/2020,47,3,50
Plumas,9/11/2020,0,0,0
Santa Clara,9/11/2020,112,20,132
San Mateo,9/11/2020,38,10,48
Madera,9/11/2020,18,7,25
Solano,9/11/2020,25,8,33
Siskiyou,9/11/2020,1,0,1
Nevada,9/11/2020,2,1,3
Tehama,9/11/2020,2,0,2
Sutter,9/11/2020,0,0,0
Imperial,9/11/2020,25,0,25
Mendocino,9/11/2020,3,0,3
Mono,9/11/2020,0,0,0
San Luis Obispo,9/11/2020,7,3,10
Santa Barbara,9/11/2020,33,4,37
El Dorado,9/11/2020,1,1,2
Yuba,9/11/2020,20,1,21
Napa,9/11/2020,5,0,5
Tuolumne,9/11/2020,1,0,1
Kings,9/11/2020,31,0,31
Lassen,9/11/2020,0,0,0
Sonoma,9/11/2020,32,3,35
San Joaquin,9/11/2020,68,15,83
Ventura,9/11/2020,55,25,80
Orange,9/11/2020,215,47,262
Lake,9/11/2020,0,1,1
Shasta,9/12/2020,2,1,3
Plumas,9/12/2020,0,0,0
Mendocino,9/12/2020,4,0,4
Napa,9/12/2020,5,1,6
San Benito,9/12/2020,1,0,1
El Dorado,9/12/2020,2,0,2
Nevada,9/12/2020,3,0,3
Merced,9/12/2020,15,1,16
Madera,9/12/2020,17,11,28
San Francisco,9/12/2020,72,15,87
Inyo,9/12/2020,0,0,0
Mono,9/12/2020,0,0,0
Tuolumne,9/12/2020,2,0,2
Santa Clara,9/12/2020,107,19,126
Ventura,9/12/2020,50,13,63
Glenn,9/12/2020,0,0,0
Marin,9/12/2020,10,1,11
Tulare,9/12/2020,46,3,49
Modoc,9/12/2020,0,0,0
Tehama,9/12/2020,2,0,2
Del Norte,9/12/2020,0,0,0
Monterey,9/12/2020,27,1,28
Kern,9/12/2020,70,11,81
Solano,9/12/2020,27,7,34
Santa Cruz,9/12/2020,16,0,16
Sonoma,9/12/2020,36,1,37
Siskiyou,9/12/2020,1,0,1
Los Angeles,9/12/2020,775,375,1150
Sacramento,9/12/2020,128,47,175
Mariposa,9/12/2020,0,0,0
Lassen,9/12/2020,0,0,0
Sutter,9/12/2020,0,0,0
San Diego,9/12/2020,218,59,277
Riverside,9/12/2020,157,43,200
Stanislaus,9/12/2020,114,34,148
San Luis Obispo,9/12/2020,8,2,10
Orange,9/12/2020,196,42,238
Contra Costa,9/12/2020,69,19,88
San Mateo,9/12/2020,39,17,56
San Joaquin,9/12/2020,70,6,76
Placer,9/12/2020,38,22,60
Santa Barbara,9/12/2020,30,1,31
Butte,9/12/2020,12,0,12
Trinity,9/12/2020,0,0,0
Colusa,9/12/2020,0,3,3
Yuba,9/12/2020,20,2,22
Kings,9/12/2020,23,0,23
Amador,9/12/2020,0,1,1
Calaveras,9/12/2020,2,3,5
Imperial,9/12/2020,27,0,27
Fresno,9/12/2020,111,26,137
Humboldt,9/12/2020,2,1,3
Yolo,9/12/2020,4,0,4
Alameda,9/12/2020,121,47,168
San Bernardino,9/12/2020,190,36,226
Lake,9/12/2020,0,1,1
Mono,9/13/2020,0,0,0
Mendocino,9/13/2020,3,0,3
Santa Clara,9/13/2020,111,18,129
Riverside,9/13/2020,151,49,200
San Francisco,9/13/2020,76,18,94
Butte,9/13/2020,15,0,15
Amador,9/13/2020,0,0,0
Sutter,9/13/2020,0,0,0
Kings,9/13/2020,27,0,27
Lassen,9/13/2020,0,0,0
Fresno,9/13/2020,101,21,122
Yuba,9/13/2020,18,1,19
Marin,9/13/2020,11,5,16
Colusa,9/13/2020,0,3,3
Siskiyou,9/13/2020,1,0,1
Imperial,9/13/2020,21,1,22
Kern,9/13/2020,69,4,73
Humboldt,9/13/2020,1,1,2
Tehama,9/13/2020,2,0,2
Ventura,9/13/2020,42,17,59
San Benito,9/13/2020,2,0,2
Orange,9/13/2020,193,45,238
San Luis Obispo,9/13/2020,8,0,8
Napa,9/13/2020,7,1,8
Mariposa,9/13/2020,0,0,0
Madera,9/13/2020,19,6,25
Plumas,9/13/2020,0,0,0
San Joaquin,9/13/2020,66,21,87
Contra Costa,9/13/2020,70,21,91
Tuolumne,9/13/2020,1,0,1
Lake,9/13/2020,0,1,1
Stanislaus,9/13/2020,114,32,146
Sonoma,9/13/2020,36,3,39
Merced,9/13/2020,12,2,14
Inyo,9/13/2020,0,0,0
San Bernardino,9/13/2020,183,34,217
San Diego,9/13/2020,225,61,286
Monterey,9/13/2020,28,0,28
Santa Barbara,9/13/2020,32,1,33
Shasta,9/13/2020,2,1,3
Calaveras,9/13/2020,2,0,2
Placer,9/13/2020,33,16,49
Modoc,9/13/2020,0,0,0
Yolo,9/13/2020,4,0,4
Glenn,9/13/2020,0,0,0
Alameda,9/13/2020,115,47,162
Sacramento,9/13/2020,129,38,167
Solano,9/13/2020,31,7,38
Santa Cruz,9/13/2020,17,0,17
Trinity,9/13/2020,0,0,0
El Dorado,9/13/2020,2,0,2
Nevada,9/13/2020,4,0,4
San Mateo,9/13/2020,43,12,55
Los Angeles,9/13/2020,772,330,1102
Tulare,9/13/2020,42,5,47
Del Norte,9/13/2020,0,2,2
Mendocino,9/14/2020,5,0,5
Sacramento,9/14/2020,116,39,155
Glenn,9/14/2020,0,0,0
Napa,9/14/2020,7,2,9
Kings,9/14/2020,26,0,26
Alameda,9/14/2020,118,37,155
Orange,9/14/2020,201,51,252
Ventura,9/14/2020,47,17,64
Solano,9/14/2020,36,5,41
Mono,9/14/2020,0,0,0
Amador,9/14/2020,0,0,0
Humboldt,9/14/2020,1,3,4
Tuolumne,9/14/2020,1,0,1
Calaveras,9/14/2020,2,0,2
Tehama,9/14/2020,2,0,2
San Mateo,9/14/2020,38,12,50
Del Norte,9/14/2020,0,1,1
Yuba,9/14/2020,18,1,19
Inyo,9/14/2020,1,0,1
Lake,9/14/2020,0,1,1
Imperial,9/14/2020,20,1,21
Nevada,9/14/2020,4,1,5
San Luis Obispo,9/14/2020,9,0,9
Sonoma,9/14/2020,34,4,38
San Diego,9/14/2020,225,48,273
Plumas,9/14/2020,0,0,0
Colusa,9/14/2020,0,3,3
San Benito,9/14/2020,1,0,1
Monterey,9/14/2020,28,0,28
Contra Costa,9/14/2020,67,25,92
Santa Barbara,9/14/2020,30,2,32
Los Angeles,9/14/2020,804,343,1147
Mariposa,9/14/2020,0,0,0
Fresno,9/14/2020,118,28,146
Siskiyou,9/14/2020,0,0,0
Modoc,9/14/2020,0,0,0
Santa Cruz,9/14/2020,18,0,18
Riverside,9/14/2020,155,49,204
San Francisco,9/14/2020,78,12,90
Santa Clara,9/14/2020,108,15,123
Stanislaus,9/14/2020,113,30,143
Placer,9/14/2020,31,20,51
Yolo,9/14/2020,4,0,4
El Dorado,9/14/2020,1,0,1
Sutter,9/14/2020,0,0,0
Shasta,9/14/2020,2,0,2
Lassen,9/14/2020,0,0,0
Tulare,9/14/2020,39,7,46
Kern,9/14/2020,76,5,81
San Joaquin,9/14/2020,61,21,82
Merced,9/14/2020,11,1,12
San Bernardino,9/14/2020,186,53,239
Butte,9/14/2020,14,0,14
Trinity,9/14/2020,0,0,0
Madera,9/14/2020,21,4,25
Marin,9/14/2020,10,7,17
Kern,9/15/2020,71,6,77
Orange,9/15/2020,202,56,258
Inyo,9/15/2020,0,0,0
Napa,9/15/2020,6,0,6
Alameda,9/15/2020,110,44,154
Placer,9/15/2020,30,13,43
Amador,9/15/2020,0,0,0
El Dorado,9/15/2020,0,0,0
Modoc,9/15/2020,0,0,0
Lassen,9/15/2020,0,0,0
Tuolumne,9/15/2020,1,0,1
Nevada,9/15/2020,3,1,4
Contra Costa,9/15/2020,60,17,77
Butte,9/15/2020,10,0,10
Madera,9/15/2020,21,9,30
Mariposa,9/15/2020,0,0,0
San Francisco,9/15/2020,68,13,81
Imperial,9/15/2020,21,1,22
Colusa,9/15/2020,3,0,3
Yuba,9/15/2020,19,0,19
Trinity,9/15/2020,0,0,0
Marin,9/15/2020,9,2,11
Ventura,9/15/2020,52,15,67
Lake,9/15/2020,0,0,0
Merced,9/15/2020,11,5,16
Santa Cruz,9/15/2020,19,0,19
Monterey,9/15/2020,26,3,29
Siskiyou,9/15/2020,0,1,1
San Bernardino,9/15/2020,180,57,237
Yolo,9/15/2020,3,0,3
Humboldt,9/15/2020,1,2,3
Stanislaus,9/15/2020,109,29,138
Plumas,9/15/2020,0,0,0
Calaveras,9/15/2020,1,1,2
Los Angeles,9/15/2020,780,348,1128
San Luis Obispo,9/15/2020,10,3,13
Tulare,9/15/2020,40,13,53
Santa Clara,9/15/2020,103,15,118
Mendocino,9/15/2020,5,0,5
San Mateo,9/15/2020,40,12,52
San Diego,9/15/2020,220,55,275
Riverside,9/15/2020,155,62,217
Sonoma,9/15/2020,33,2,35
Del Norte,9/15/2020,0,0,0
Mono,9/15/2020,0,0,0
Tehama,9/15/2020,1,0,1
Sutter,9/15/2020,0,0,0
Shasta,9/15/2020,2,0,2
Santa Barbara,9/15/2020,28,3,31
Fresno,9/15/2020,117,20,137
San Benito,9/15/2020,1,0,1
Sacramento,9/15/2020,127,34,161
San Joaquin,9/15/2020,62,18,80
Kings,9/15/2020,26,0,26
Glenn,9/15/2020,0,0,0
Solano,9/15/2020,35,4,39
Lassen,9/16/2020,0,0,0
Nevada,9/16/2020,3,0,3
Sonoma,9/16/2020,32,2,34
Del Norte,9/16/2020,0,0,0
Sutter,9/16/2020,0,0,0
El Dorado,9/16/2020,0,0,0
Tehama,9/16/2020,1,0,1
San Joaquin,9/16/2020,58,14,72
San Benito,9/16/2020,1,0,1
Santa Barbara,9/16/2020,23,2,25
Santa Cruz,9/16/2020,18,0,18
Butte,9/16/2020,10,1,11
Yuba,9/16/2020,20,1,21
San Mateo,9/16/2020,39,14,53
Merced,9/16/2020,14,1,15
Alameda,9/16/2020,101,46,147
Kern,9/16/2020,70,3,73
Monterey,9/16/2020,31,0,31
Mariposa,9/16/2020,0,0,0
Orange,9/16/2020,198,53,251
San Bernardino,9/16/2020,186,59,245
Ventura,9/16/2020,48,13,61
San Luis Obispo,9/16/2020,11,1,12
Sacramento,9/16/2020,108,35,143
Lake,9/16/2020,0,0,0
Amador,9/16/2020,0,0,0
Imperial,9/16/2020,22,1,23
Siskiyou,9/16/2020,1,0,1
Trinity,9/16/2020,0,0,0
Stanislaus,9/16/2020,99,32,131
Santa Clara,9/16/2020,103,15,118
Fresno,9/16/2020,100,26,126
Inyo,9/16/2020,0,0,0
Madera,9/16/2020,18,11,29
Calaveras,9/16/2020,1,0,1
Colusa,9/16/2020,2,1,3
Contra Costa,9/16/2020,53,28,81
Los Angeles,9/16/2020,739,379,1118
Modoc,9/16/2020,0,0,0
Mono,9/16/2020,0,0,0
Kings,9/16/2020,20,0,20
Riverside,9/16/2020,158,60,218
Solano,9/16/2020,32,6,38
Tuolumne,9/16/2020,1,0,1
Mendocino,9/16/2020,6,1,7
Plumas,9/16/2020,0,0,0
Humboldt,9/16/2020,1,2,3
Marin,9/16/2020,11,5,16
Tulare,9/16/2020,43,10,53
San Diego,9/16/2020,224,60,284
Glenn,9/16/2020,0,0,0
Yolo,9/16/2020,3,0,3
Napa,9/16/2020,4,2,6
Placer,9/16/2020,29,15,44
San Francisco,9/16/2020,64,14,78
Shasta,9/16/2020,2,0,2
Napa,9/17/2020,4,3,7
Nevada,9/17/2020,2,0,2
Colusa,9/17/2020,2,2,4
Solano,9/17/2020,29,17,46
Plumas,9/17/2020,0,0,0
Amador,9/17/2020,0,0,0
Del Norte,9/17/2020,0,0,0
Santa Cruz,9/17/2020,18,0,18
Santa Clara,9/17/2020,114,16,130
Marin,9/17/2020,10,9,19
Sonoma,9/17/2020,30,1,31
Shasta,9/17/2020,2,0,2
Glenn,9/17/2020,0,0,0
Tuolumne,9/17/2020,1,0,1
Mariposa,9/17/2020,0,0,0
Imperial,9/17/2020,20,0,20
Lake,9/17/2020,0,2,2
Modoc,9/17/2020,0,0,0
Kern,9/17/2020,74,2,76
Merced,9/17/2020,11,0,11
Stanislaus,9/17/2020,98,21,119
Calaveras,9/17/2020,0,0,0
Mendocino,9/17/2020,6,1,7
Butte,9/17/2020,9,0,9
Santa Barbara,9/17/2020,27,3,30
Riverside,9/17/2020,143,67,210
Ventura,9/17/2020,46,20,66
Yuba,9/17/2020,23,1,24
Fresno,9/17/2020,98,33,131
Los Angeles,9/17/2020,732,340,1072
Tulare,9/17/2020,38,9,47
San Diego,9/17/2020,217,59,276
Tehama,9/17/2020,1,0,1
San Joaquin,9/17/2020,60,13,73
Orange,9/17/2020,201,59,260
Sacramento,9/17/2020,109,32,141
San Benito,9/17/2020,2,0,2
San Mateo,9/17/2020,39,10,49
Alameda,9/17/2020,98,37,135
Monterey,9/17/2020,30,0,30
San Francisco,9/17/2020,67,19,86
Trinity,9/17/2020,0,0,0
Kings,9/17/2020,23,0,23
Yolo,9/17/2020,5,0,5
El Dorado,9/17/2020,0,0,0
San Bernardino,9/17/2020,172,51,223
Inyo,9/17/2020,0,0,0
Mono,9/17/2020,0,0,0
Placer,9/17/2020,26,28,54
Madera,9/17/2020,19,10,29
Humboldt,9/17/2020,1,3,4
Sutter,9/17/2020,0,0,0
San Luis Obispo,9/17/2020,13,1,14
Contra Costa,9/17/2020,55,25,80
Lassen,9/17/2020,0,0,0
Siskiyou,9/17/2020,1,0,1
Alameda,9/18/2020,99,39,138
Del Norte,9/18/2020,0,0,0
Sutter,9/18/2020,0,0,0
Nevada,9/18/2020,3,0,3
Merced,9/18/2020,9,2,11
Madera,9/18/2020,13,12,25
Santa Clara,9/18/2020,114,19,133
Shasta,9/18/2020,4,0,4
Riverside,9/18/2020,148,51,199
Monterey,9/18/2020,34,1,35
Sonoma,9/18/2020,23,4,27
Tulare,9/18/2020,38,6,44
Tehama,9/18/2020,1,0,1
San Bernardino,9/18/2020,169,47,216
Orange,9/18/2020,202,50,252
Mariposa,9/18/2020,0,0,0
San Diego,9/18/2020,208,41,249
Tuolumne,9/18/2020,1,0,1
Inyo,9/18/2020,0,0,0
Kings,9/18/2020,24,0,24
Sacramento,9/18/2020,110,41,151
Lassen,9/18/2020,0,0,0
Glenn,9/18/2020,0,0,0
Santa Cruz,9/18/2020,17,0,17
Imperial,9/18/2020,19,0,19
Modoc,9/18/2020,0,0,0
San Francisco,9/18/2020,64,12,76
San Mateo,9/18/2020,39,9,48
Lake,9/18/2020,0,1,1
Ventura,9/18/2020,48,13,61
Placer,9/18/2020,26,28,54
Calaveras,9/18/2020,0,1,1
Kern,9/18/2020,66,4,70
Stanislaus,9/18/2020,95,25,120
San Luis Obispo,9/18/2020,11,1,12
Plumas,9/18/2020,0,0,0
El Dorado,9/18/2020,0,0,0
Los Angeles,9/18/2020,765,363,1128
San Joaquin,9/18/2020,55,9,64
Trinity,9/18/2020,0,0,0
Siskiyou,9/18/2020,1,0,1
Santa Barbara,9/18/2020,26,2,28
Marin,9/18/2020,7,4,11
Humboldt,9/18/2020,2,2,4
Solano,9/18/2020,27,10,37
Yolo,9/18/2020,4,0,4
Yuba,9/18/2020,21,1,22
Fresno,9/18/2020,96,18,114
Mono,9/18/2020,0,0,0
Colusa,9/18/2020,2,1,3
Mendocino,9/18/2020,5,0,5
San Benito,9/18/2020,3,0,3
Napa,9/18/2020,5,0,5
Amador,9/18/2020,0,0,0
Contra Costa,9/18/2020,45,29,74
Butte,9/18/2020,14,1,15
Kern,9/19/2020,72,4,76
Amador,9/19/2020,0,0,0
Orange,9/19/2020,185,52,237
Marin,9/19/2020,7,5,12
Shasta,9/19/2020,3,0,3
Tuolumne,9/19/2020,1,0,1
Sacramento,9/19/2020,114,34,148
Glenn,9/19/2020,0,0,0
Sutter,9/19/2020,0,0,0
Riverside,9/19/2020,138,54,192
Napa,9/19/2020,4,0,4
Plumas,9/19/2020,0,0,0
Santa Clara,9/19/2020,111,20,131
San Francisco,9/19/2020,58,9,67
Solano,9/19/2020,26,11,37
Del Norte,9/19/2020,0,0,0
Nevada,9/19/2020,3,0,3
San Benito,9/19/2020,3,0,3
San Mateo,9/19/2020,39,6,45
Butte,9/19/2020,16,1,17
San Luis Obispo,9/19/2020,10,2,12
Ventura,9/19/2020,48,11,59
Inyo,9/19/2020,0,0,0
San Bernardino,9/19/2020,167,54,221
Trinity,9/19/2020,0,0,0
San Joaquin,9/19/2020,57,10,67
Sonoma,9/19/2020,22,6,28
Humboldt,9/19/2020,2,2,4
Yolo,9/19/2020,5,0,5
Alameda,9/19/2020,95,48,143
Kings,9/19/2020,20,0,20
Siskiyou,9/19/2020,0,1,1
Monterey,9/19/2020,32,2,34
Santa Barbara,9/19/2020,23,3,26
El Dorado,9/19/2020,0,0,0
Yuba,9/19/2020,21,1,22
Stanislaus,9/19/2020,94,18,112
Fresno,9/19/2020,92,23,115
Los Angeles,9/19/2020,749,328,1077
San Diego,9/19/2020,203,50,253
Imperial,9/19/2020,18,0,18
Lassen,9/19/2020,0,0,0
Mono,9/19/2020,0,0,0
Colusa,9/19/2020,2,3,5
Merced,9/19/2020,9,0,9
Contra Costa,9/19/2020,51,25,76
Tulare,9/19/2020,36,8,44
Tehama,9/19/2020,2,0,2
Placer,9/19/2020,24,30,54
Mariposa,9/19/2020,0,0,0
Calaveras,9/19/2020,0,0,0
Madera,9/19/2020,14,11,25
Santa Cruz,9/19/2020,17,0,17
Modoc,9/19/2020,0,0,0
Mendocino,9/19/2020,5,0,5
Lake,9/19/2020,0,2,2
Santa Barbara,9/20/2020,23,3,26
Solano,9/20/2020,26,10,36
Mono,9/20/2020,0,0,0
Kern,9/20/2020,67,4,71
Fresno,9/20/2020,92,13,105
Shasta,9/20/2020,3,0,3
Sacramento,9/20/2020,120,30,150
Del Norte,9/20/2020,0,1,1
Sonoma,9/20/2020,21,6,27
Imperial,9/20/2020,20,0,20
Placer,9/20/2020,22,28,50
El Dorado,9/20/2020,0,0,0
Mariposa,9/20/2020,0,0,0
Colusa,9/20/2020,3,3,6
Kings,9/20/2020,19,0,19
Alameda,9/20/2020,98,46,144
Inyo,9/20/2020,0,0,0
Humboldt,9/20/2020,2,2,4
Plumas,9/20/2020,0,0,0
Siskiyou,9/20/2020,0,1,1
Trinity,9/20/2020,0,0,0
San Diego,9/20/2020,211,56,267
Modoc,9/20/2020,0,0,0
Marin,9/20/2020,8,4,12
Santa Cruz,9/20/2020,17,0,17
Calaveras,9/20/2020,0,0,0
San Joaquin,9/20/2020,58,6,64
Merced,9/20/2020,9,0,9
Nevada,9/20/2020,3,1,4
Amador,9/20/2020,1,0,1
Tehama,9/20/2020,3,0,3
San Luis Obispo,9/20/2020,7,0,7
Los Angeles,9/20/2020,745,368,1113
Orange,9/20/2020,178,59,237
Ventura,9/20/2020,44,13,57
Contra Costa,9/20/2020,50,26,76
Lassen,9/20/2020,0,0,0
Santa Clara,9/20/2020,113,22,135
San Mateo,9/20/2020,34,8,42
Madera,9/20/2020,15,12,27
Glenn,9/20/2020,0,0,0
Riverside,9/20/2020,131,55,186
Mendocino,9/20/2020,4,0,4
San Benito,9/20/2020,4,0,4
Monterey,9/20/2020,33,2,35
San Bernardino,9/20/2020,156,62,218
Stanislaus,9/20/2020,92,21,113
Butte,9/20/2020,13,0,13
San Francisco,9/20/2020,65,8,73
Tuolumne,9/20/2020,0,0,0
Yuba,9/20/2020,19,1,20
Sutter,9/20/2020,0,0,0
Tulare,9/20/2020,37,10,47
Yolo,9/20/2020,6,0,6
Lake,9/20/2020,0,2,2
Napa,9/20/2020,1,3,4
Inyo,9/21/2020,0,0,0
Lassen,9/21/2020,0,0,0
Nevada,9/21/2020,3,1,4
Monterey,9/21/2020,33,2,35
Orange,9/21/2020,170,64,234
Kern,9/21/2020,69,2,71
San Francisco,9/21/2020,68,2,70
Glenn,9/21/2020,0,0,0
Napa,9/21/2020,2,4,6
Colusa,9/21/2020,3,3,6
Contra Costa,9/21/2020,52,22,74
San Luis Obispo,9/21/2020,5,0,5
Humboldt,9/21/2020,4,3,7
Stanislaus,9/21/2020,93,24,117
Placer,9/21/2020,30,20,50
Madera,9/21/2020,13,14,27
Alameda,9/21/2020,96,34,130
Santa Clara,9/21/2020,111,18,129
Santa Barbara,9/21/2020,26,8,34
Amador,9/21/2020,1,0,1
San Mateo,9/21/2020,35,12,47
Butte,9/21/2020,12,1,13
Tehama,9/21/2020,3,0,3
Kings,9/21/2020,21,0,21
Yolo,9/21/2020,5,0,5
Modoc,9/21/2020,0,0,0
San Benito,9/21/2020,3,0,3
Riverside,9/21/2020,146,52,198
Santa Cruz,9/21/2020,15,0,15
Sonoma,9/21/2020,15,4,19
Lake,9/21/2020,0,1,1
San Diego,9/21/2020,209,54,263
San Bernardino,9/21/2020,164,71,235
Plumas,9/21/2020,0,0,0
Imperial,9/21/2020,23,0,23
Shasta,9/21/2020,2,0,2
Yuba,9/21/2020,19,1,20
Mono,9/21/2020,0,0,0
Calaveras,9/21/2020,0,0,0
Del Norte,9/21/2020,0,0,0
Sacramento,9/21/2020,132,29,161
Marin,9/21/2020,8,5,13
Siskiyou,9/21/2020,0,1,1
Tuolumne,9/21/2020,0,0,0
Mendocino,9/21/2020,5,0,5
San Joaquin,9/21/2020,60,18,78
Mariposa,9/21/2020,0,0,0
El Dorado,9/21/2020,0,0,0
Merced,9/21/2020,11,0,11
Sutter,9/21/2020,0,0,0
Fresno,9/21/2020,89,17,106
Trinity,9/21/2020,0,0,0
Los Angeles,9/21/2020,779,365,1144
Ventura,9/21/2020,39,11,50
Solano,9/21/2020,21,13,34
Tulare,9/21/2020,37,12,49
Mariposa,9/22/2020,0,0,0
Shasta,9/22/2020,4,1,5
Stanislaus,9/22/2020,92,26,118
San Diego,9/22/2020,210,50,260
Ventura,9/22/2020,45,14,59
Sutter,9/22/2020,0,0,0
Alameda,9/22/2020,91,36,127
Sonoma,9/22/2020,18,2,20
Nevada,9/22/2020,3,2,5
Placer,9/22/2020,27,24,51
Lake,9/22/2020,0,1,1
Inyo,9/22/2020,0,1,1
Fresno,9/22/2020,82,23,105
Plumas,9/22/2020,0,0,0
San Francisco,9/22/2020,72,8,80
Yolo,9/22/2020,6,0,6
Mendocino,9/22/2020,6,0,6
Modoc,9/22/2020,0,0,0
San Bernardino,9/22/2020,162,72,234
Sacramento,9/22/2020,138,33,171
Orange,9/22/2020,175,64,239
Kern,9/22/2020,69,1,70
Contra Costa,9/22/2020,49,25,74
San Luis Obispo,9/22/2020,4,0,4
Colusa,9/22/2020,3,2,5
Glenn,9/22/2020,0,0,0
Mono,9/22/2020,0,0,0
Lassen,9/22/2020,0,0,0
Trinity,9/22/2020,0,0,0
Tuolumne,9/22/2020,0,0,0
Solano,9/22/2020,22,20,42
Humboldt,9/22/2020,4,3,7
Madera,9/22/2020,15,15,30
San Joaquin,9/22/2020,56,18,74
San Benito,9/22/2020,2,0,2
El Dorado,9/22/2020,0,0,0
Siskiyou,9/22/2020,0,1,1
Santa Barbara,9/22/2020,21,6,27
Napa,9/22/2020,3,1,4
Tulare,9/22/2020,41,9,50
Merced,9/22/2020,9,0,9
Kings,9/22/2020,22,0,22
Amador,9/22/2020,1,0,1
Riverside,9/22/2020,150,64,214
Los Angeles,9/22/2020,753,392,1145
Butte,9/22/2020,13,0,13
Santa Cruz,9/22/2020,17,0,17
San Mateo,9/22/2020,36,8,44
Santa Clara,9/22/2020,114,8,122
Calaveras,9/22/2020,0,0,0
Monterey,9/22/2020,34,2,36
Del Norte,9/22/2020,0,1,1
Marin,9/22/2020,7,5,12
Imperial,9/22/2020,26,0,26
Tehama,9/22/2020,1,0,1
Yuba,9/22/2020,14,2,16
Modoc,9/23/2020,0,0,0
Tehama,9/23/2020,2,0,2
Mariposa,9/23/2020,0,0,0
Yuba,9/23/2020,12,0,12
Trinity,9/23/2020,0,0,0
San Benito,9/23/2020,1,0,1
Solano,9/23/2020,24,24,48
Inyo,9/23/2020,0,0,0
Humboldt,9/23/2020,5,4,9
Sonoma,9/23/2020,18,8,26
Plumas,9/23/2020,0,0,0
Lassen,9/23/2020,0,0,0
Napa,9/23/2020,3,0,3
Marin,9/23/2020,7,3,10
Shasta,9/23/2020,5,1,6
Glenn,9/23/2020,0,0,0
Kern,9/23/2020,75,2,77
Los Angeles,9/23/2020,760,378,1138
Siskiyou,9/23/2020,1,0,1
Amador,9/23/2020,1,0,1
Santa Clara,9/23/2020,109,11,120
Tulare,9/23/2020,39,13,52
Nevada,9/23/2020,2,0,2
Merced,9/23/2020,8,0,8
Colusa,9/23/2020,1,0,1
Butte,9/23/2020,12,0,12
San Francisco,9/23/2020,65,9,74
San Mateo,9/23/2020,37,10,47
San Luis Obispo,9/23/2020,3,0,3
Yolo,9/23/2020,6,0,6
Mendocino,9/23/2020,8,0,8
Madera,9/23/2020,13,17,30
Kings,9/23/2020,15,0,15
Calaveras,9/23/2020,0,0,0
Stanislaus,9/23/2020,91,24,115
Alameda,9/23/2020,92,43,135
Santa Cruz,9/23/2020,17,0,17
Riverside,9/23/2020,141,56,197
Mono,9/23/2020,0,0,0
San Diego,9/23/2020,200,53,253
El Dorado,9/23/2020,0,0,0
San Bernardino,9/23/2020,160,52,212
Imperial,9/23/2020,27,0,27
Ventura,9/23/2020,44,20,64
Sutter,9/23/2020,0,0,0
Orange,9/23/2020,168,57,225
Fresno,9/23/2020,84,24,108
San Joaquin,9/23/2020,54,16,70
Santa Barbara,9/23/2020,20,4,24
