county,date,confirmed_patients,suspected_patients,total_covid_patients
Placer,2/5/2021,109,10,119
Kings,2/5/2021,67,0,67
Yolo,2/5/2021,12,0,12
Mono,2/5/2021,0,0,0
Tuolumne,2/5/2021,9,1,10
Santa Clara,2/5/2021,360,17,377
Trinity,2/5/2021,0,0,0
San Diego,2/6/2021,1074,43,1117
Modoc,2/6/2021,1,0,1
San Bernardino,2/6/2021,828,46,874
Mariposa,2/6/2021,0,0,0
Marin,2/6/2021,23,1,24
Contra Costa,2/6/2021,154,17,171
Tuolumne,2/6/2021,7,1,8
Monterey,2/6/2021,105,0,105
San Mateo,2/6/2021,107,7,114
Orange,2/6/2021,1093,35,1128
Tulare,2/6/2021,126,6,132
Napa,2/6/2021,12,0,12
Mono,2/6/2021,0,0,0
Amador,2/6/2021,6,1,7
Kings,2/6/2021,69,2,71
Trinity,2/6/2021,0,0,0
Sutter,2/6/2021,0,0,0
Shasta,2/6/2021,22,0,22
Los Angeles,2/6/2021,4186,306,4492
San Benito,2/6/2021,10,0,10
Humboldt,2/6/2021,15,2,17
Sacramento,2/6/2021,245,16,261
Merced,2/6/2021,44,0,44
Placer,2/6/2021,94,14,108
Butte,2/6/2021,25,0,25
Yolo,2/6/2021,12,0,12
Santa Barbara,2/6/2021,132,5,137
Calaveras,2/6/2021,4,0,4
Ventura,2/6/2021,298,9,307
Siskiyou,2/6/2021,1,0,1
Tehama,2/6/2021,12,0,12
Madera,2/6/2021,39,8,47
Solano,2/6/2021,98,12,110
Alameda,2/6/2021,282,37,319
Yuba,2/6/2021,42,1,43
Santa Clara,2/6/2021,341,24,365
Glenn,2/6/2021,0,0,0
Inyo,2/6/2021,5,0,5
Del Norte,2/6/2021,0,1,1
San Joaquin,2/6/2021,175,7,182
Plumas,2/6/2021,0,0,0
Fresno,2/6/2021,378,25,403
Kern,2/6/2021,244,3,247
Santa Cruz,2/6/2021,46,2,48
Imperial,2/6/2021,43,0,43
Lake,2/6/2021,2,0,2
San Luis Obispo,2/6/2021,32,0,32
San Francisco,2/6/2021,159,5,164
Mendocino,2/6/2021,6,0,6
Colusa,2/6/2021,7,0,7
Sonoma,2/6/2021,69,1,70
Stanislaus,2/6/2021,218,31,249
Lassen,2/6/2021,3,0,3
El Dorado,2/6/2021,6,0,6
Nevada,2/6/2021,9,2,11
Riverside,2/6/2021,786,111,897
Fresno,2/7/2021,366,25,391
San Luis Obispo,2/7/2021,33,1,34
Contra Costa,2/7/2021,137,18,155
San Diego,2/7/2021,1042,37,1079
Kings,2/7/2021,67,1,68
Colusa,2/7/2021,7,0,7
Inyo,2/7/2021,5,0,5
Santa Cruz,2/7/2021,41,1,42
Plumas,2/7/2021,0,0,0
Amador,2/7/2021,5,0,5
Napa,2/7/2021,12,0,12
Tehama,2/7/2021,11,0,11
Trinity,2/7/2021,0,0,0
San Joaquin,2/7/2021,171,8,179
Kern,2/7/2021,270,2,272
Riverside,2/7/2021,768,103,871
Tulare,2/7/2021,124,11,135
Mendocino,2/7/2021,8,0,8
Solano,2/7/2021,92,8,100
Marin,2/7/2021,20,3,23
San Bernardino,2/7/2021,822,48,870
Alameda,2/7/2021,279,32,311
Madera,2/7/2021,42,7,49
El Dorado,2/7/2021,6,0,6
Imperial,2/7/2021,38,2,40
Ventura,2/7/2021,282,12,294
Lake,2/7/2021,2,0,2
Mariposa,2/7/2021,1,0,1
Lassen,2/7/2021,3,0,3
Butte,2/7/2021,24,0,24
Sonoma,2/7/2021,67,2,69
Santa Barbara,2/7/2021,141,6,147
Modoc,2/7/2021,1,0,1
Yolo,2/7/2021,10,0,10
Sacramento,2/7/2021,237,15,252
Calaveras,2/7/2021,4,0,4
Monterey,2/7/2021,106,1,107
Sutter,2/7/2021,0,0,0
Placer,2/7/2021,84,17,101
Santa Clara,2/7/2021,327,18,345
Nevada,2/7/2021,9,2,11
San Mateo,2/7/2021,101,9,110
Los Angeles,2/7/2021,4079,255,4334
San Benito,2/7/2021,11,0,11
Orange,2/7/2021,1046,24,1070
Yuba,2/7/2021,38,2,40
Mono,2/7/2021,0,0,0
Siskiyou,2/7/2021,2,0,2
Stanislaus,2/7/2021,210,22,232
San Francisco,2/7/2021,151,3,154
Glenn,2/7/2021,0,0,0
Del Norte,2/7/2021,0,1,1
Tuolumne,2/7/2021,7,0,7
Merced,2/7/2021,40,0,40
Shasta,2/7/2021,22,0,22
Humboldt,2/7/2021,14,4,18
Napa,2/8/2021,13,0,13
Imperial,2/8/2021,38,0,38
Placer,2/8/2021,86,11,97
San Francisco,2/8/2021,147,2,149
San Diego,2/8/2021,992,47,1039
Kern,2/8/2021,257,3,260
El Dorado,2/8/2021,8,0,8
Tehama,2/8/2021,11,0,11
Yuba,2/8/2021,36,2,38
Mono,2/8/2021,0,0,0
Shasta,2/8/2021,22,0,22
Plumas,2/8/2021,0,0,0
Butte,2/8/2021,23,0,23
Alameda,2/8/2021,273,28,301
Los Angeles,2/8/2021,3973,267,4240
Sonoma,2/8/2021,60,2,62
Humboldt,2/8/2021,12,6,18
Contra Costa,2/8/2021,131,18,149
Colusa,2/8/2021,7,0,7
San Bernardino,2/8/2021,802,67,869
Glenn,2/8/2021,0,0,0
Siskiyou,2/8/2021,5,0,5
Madera,2/8/2021,41,6,47
Marin,2/8/2021,18,3,21
San Luis Obispo,2/8/2021,31,2,33
Inyo,2/8/2021,4,0,4
Del Norte,2/8/2021,1,0,1
Riverside,2/8/2021,755,98,853
Tuolumne,2/8/2021,10,0,10
Amador,2/8/2021,4,0,4
Solano,2/8/2021,99,8,107
Kings,2/8/2021,72,0,72
Orange,2/8/2021,1058,34,1092
Modoc,2/8/2021,1,0,1
Stanislaus,2/8/2021,221,14,235
Mendocino,2/8/2021,12,0,12
Trinity,2/8/2021,0,0,0
Lake,2/8/2021,3,0,3
Mariposa,2/8/2021,1,0,1
San Mateo,2/8/2021,96,13,109
San Joaquin,2/8/2021,165,5,170
Sutter,2/8/2021,0,0,0
Lassen,2/8/2021,3,0,3
San Benito,2/8/2021,11,0,11
Santa Barbara,2/8/2021,149,3,152
Fresno,2/8/2021,361,17,378
Yolo,2/8/2021,9,0,9
Calaveras,2/8/2021,4,0,4
Merced,2/8/2021,40,0,40
Tulare,2/8/2021,128,11,139
Nevada,2/8/2021,9,2,11
Santa Cruz,2/8/2021,40,0,40
Ventura,2/8/2021,280,12,292
Santa Clara,2/8/2021,339,13,352
Sacramento,2/8/2021,239,12,251
Monterey,2/8/2021,98,0,98
San Diego,2/9/2021,951,50,1001
Merced,2/9/2021,39,0,39
San Mateo,2/9/2021,101,17,118
Contra Costa,2/9/2021,124,17,141
Los Angeles,2/9/2021,3772,312,4084
Colusa,2/9/2021,3,0,3
Lassen,2/9/2021,3,0,3
Marin,2/9/2021,18,3,21
Del Norte,2/9/2021,1,0,1
Santa Cruz,2/9/2021,38,1,39
Nevada,2/9/2021,8,0,8
Placer,2/9/2021,82,9,91
Plumas,2/9/2021,1,0,1
San Bernardino,2/9/2021,738,57,795
Humboldt,2/9/2021,15,2,17
Glenn,2/9/2021,0,0,0
Santa Barbara,2/9/2021,145,4,149
San Francisco,2/9/2021,147,2,149
Sacramento,2/9/2021,250,16,266
Siskiyou,2/9/2021,4,0,4
Imperial,2/9/2021,36,1,37
Riverside,2/9/2021,726,75,801
Lake,2/9/2021,5,0,5
Trinity,2/9/2021,0,0,0
Solano,2/9/2021,98,8,106
Sonoma,2/9/2021,65,2,67
San Luis Obispo,2/9/2021,34,2,36
San Benito,2/9/2021,12,0,12
Butte,2/9/2021,22,0,22
Fresno,2/9/2021,353,16,369
El Dorado,2/9/2021,4,0,4
Modoc,2/9/2021,1,0,1
Orange,2/9/2021,1009,32,1041
Shasta,2/9/2021,20,0,20
Kings,2/9/2021,63,0,63
Madera,2/9/2021,45,10,55
Tulare,2/9/2021,121,8,129
Santa Clara,2/9/2021,342,17,359
Calaveras,2/9/2021,5,0,5
Tuolumne,2/9/2021,8,0,8
Kern,2/9/2021,268,6,274
Mono,2/9/2021,0,0,0
Mendocino,2/9/2021,11,0,11
Ventura,2/9/2021,274,17,291
Monterey,2/9/2021,98,0,98
Tehama,2/9/2021,12,0,12
Mariposa,2/9/2021,1,0,1
Amador,2/9/2021,6,0,6
Yolo,2/9/2021,11,0,11
Stanislaus,2/9/2021,210,13,223
Alameda,2/9/2021,260,40,300
Napa,2/9/2021,12,0,12
Inyo,2/9/2021,3,0,3
San Joaquin,2/9/2021,160,8,168
Sutter,2/9/2021,0,0,0
Yuba,2/9/2021,36,0,36
Butte,2/10/2021,18,0,18
Trinity,2/10/2021,0,0,0
San Joaquin,2/10/2021,153,12,165
Humboldt,2/10/2021,14,3,17
Glenn,2/10/2021,0,0,0
Tehama,2/10/2021,13,0,13
Sutter,2/10/2021,0,0,0
Calaveras,2/10/2021,5,0,5
Alameda,2/10/2021,242,41,283
Placer,2/10/2021,79,5,84
San Francisco,2/10/2021,132,2,134
Napa,2/10/2021,12,0,12
San Mateo,2/10/2021,97,13,110
San Luis Obispo,2/10/2021,34,1,35
Del Norte,2/10/2021,1,0,1
Mendocino,2/10/2021,13,0,13
San Bernardino,2/10/2021,706,61,767
San Diego,2/10/2021,916,41,957
Kern,2/10/2021,266,7,273
Yolo,2/10/2021,11,0,11
Mono,2/10/2021,1,0,1
Contra Costa,2/10/2021,124,14,138
Merced,2/10/2021,38,0,38
Los Angeles,2/10/2021,3614,256,3870
Shasta,2/10/2021,20,0,20
Colusa,2/10/2021,3,0,3
Imperial,2/10/2021,33,4,37
Inyo,2/10/2021,2,0,2
Yuba,2/10/2021,34,0,34
Siskiyou,2/10/2021,4,0,4
Madera,2/10/2021,44,7,51
Marin,2/10/2021,20,3,23
Santa Barbara,2/10/2021,154,8,162
Riverside,2/10/2021,687,71,758
Plumas,2/10/2021,1,0,1
Modoc,2/10/2021,1,0,1
Amador,2/10/2021,5,0,5
Lassen,2/10/2021,1,0,1
Fresno,2/10/2021,344,13,357
Lake,2/10/2021,7,0,7
El Dorado,2/10/2021,4,0,4
Tuolumne,2/10/2021,6,0,6
Tulare,2/10/2021,117,7,124
Mariposa,2/10/2021,1,0,1
Stanislaus,2/10/2021,203,14,217
Sacramento,2/10/2021,245,18,263
San Benito,2/10/2021,12,0,12
Orange,2/10/2021,965,35,1000
Santa Clara,2/10/2021,319,11,330
Solano,2/10/2021,96,11,107
Monterey,2/10/2021,99,1,100
Kings,2/10/2021,60,0,60
Sonoma,2/10/2021,53,3,56
Santa Cruz,2/10/2021,38,0,38
Ventura,2/10/2021,273,18,291
Nevada,2/10/2021,8,0,8
Marin,2/11/2021,19,4,23
Tulare,2/11/2021,110,13,123
Sacramento,2/11/2021,237,18,255
Tehama,2/11/2021,9,0,9
Lassen,2/11/2021,1,0,1
Del Norte,2/11/2021,1,0,1
Los Angeles,2/11/2021,3415,223,3638
Alameda,2/11/2021,230,40,270
Nevada,2/11/2021,8,0,8
Orange,2/11/2021,908,22,930
Sonoma,2/11/2021,48,2,50
Glenn,2/11/2021,0,0,0
Yolo,2/11/2021,13,0,13
Siskiyou,2/11/2021,4,0,4
Mono,2/11/2021,2,0,2
Modoc,2/11/2021,1,0,1
Fresno,2/11/2021,325,21,346
San Francisco,2/11/2021,122,2,124
Imperial,2/11/2021,32,3,35
Lake,2/11/2021,7,0,7
Colusa,2/11/2021,4,0,4
Tuolumne,2/11/2021,6,0,6
Plumas,2/11/2021,1,0,1
Stanislaus,2/11/2021,197,11,208
Contra Costa,2/11/2021,114,15,129
Humboldt,2/11/2021,11,3,14
Sutter,2/11/2021,0,0,0
Ventura,2/11/2021,262,10,272
San Joaquin,2/11/2021,170,4,174
San Mateo,2/11/2021,93,14,107
San Diego,2/11/2021,857,37,894
San Bernardino,2/11/2021,674,43,717
Madera,2/11/2021,42,7,49
Merced,2/11/2021,37,0,37
San Benito,2/11/2021,15,0,15
Butte,2/11/2021,25,0,25
Trinity,2/11/2021,0,0,0
Santa Clara,2/11/2021,328,23,351
Napa,2/11/2021,12,0,12
Santa Barbara,2/11/2021,139,11,150
Riverside,2/11/2021,660,64,724
El Dorado,2/11/2021,2,0,2
Monterey,2/11/2021,99,0,99
Yuba,2/11/2021,32,0,32
Solano,2/11/2021,96,15,111
Kings,2/11/2021,65,0,65
San Luis Obispo,2/11/2021,30,0,30
Calaveras,2/11/2021,4,0,4
Amador,2/11/2021,3,1,4
Shasta,2/11/2021,17,0,17
Mariposa,2/11/2021,0,0,0
Placer,2/11/2021,76,8,84
Mendocino,2/11/2021,13,0,13
Kern,2/11/2021,255,8,263
Inyo,2/11/2021,2,0,2
Santa Cruz,2/11/2021,39,0,39
Lassen,2/12/2021,1,0,1
Santa Barbara,2/12/2021,129,5,134
Mono,2/12/2021,2,0,2
San Bernardino,2/12/2021,626,43,669
Colusa,2/12/2021,5,0,5
San Mateo,2/12/2021,88,11,99
Sonoma,2/12/2021,50,1,51
Trinity,2/12/2021,0,0,0
San Diego,2/12/2021,850,40,890
Ventura,2/12/2021,242,9,251
Butte,2/12/2021,18,0,18
Madera,2/12/2021,41,4,45
Mariposa,2/12/2021,0,0,0
Nevada,2/12/2021,9,0,9
Tuolumne,2/12/2021,4,0,4
Modoc,2/12/2021,1,0,1
Santa Clara,2/12/2021,314,20,334
Monterey,2/12/2021,92,0,92
Napa,2/12/2021,11,0,11
San Benito,2/12/2021,16,0,16
Plumas,2/12/2021,1,0,1
Merced,2/12/2021,37,0,37
Humboldt,2/12/2021,11,3,14
Orange,2/12/2021,839,30,869
Del Norte,2/12/2021,2,0,2
Santa Cruz,2/12/2021,30,0,30
Shasta,2/12/2021,17,0,17
Solano,2/12/2021,93,13,106
Kings,2/12/2021,64,1,65
Siskiyou,2/12/2021,2,0,2
Glenn,2/12/2021,0,0,0
Amador,2/12/2021,4,0,4
Kern,2/12/2021,240,3,243
Yolo,2/12/2021,12,0,12
Yuba,2/12/2021,32,2,34
Sacramento,2/12/2021,222,19,241
Imperial,2/12/2021,32,1,33
Sutter,2/12/2021,0,0,0
Riverside,2/12/2021,626,58,684
Fresno,2/12/2021,319,30,349
Contra Costa,2/12/2021,99,12,111
Stanislaus,2/12/2021,196,14,210
Marin,2/12/2021,20,3,23
Mendocino,2/12/2021,8,0,8
El Dorado,2/12/2021,4,0,4
San Luis Obispo,2/12/2021,28,0,28
San Joaquin,2/12/2021,158,8,166
Tulare,2/12/2021,109,7,116
Los Angeles,2/12/2021,3270,196,3466
Alameda,2/12/2021,219,39,258
Calaveras,2/12/2021,4,0,4
San Francisco,2/12/2021,118,2,120
Tehama,2/12/2021,9,0,9
Lake,2/12/2021,6,0,6
Placer,2/12/2021,81,9,90
Inyo,2/12/2021,3,1,4
Glenn,2/13/2021,0,0,0
Los Angeles,2/13/2021,3092,201,3293
San Francisco,2/13/2021,124,5,129
Tuolumne,2/13/2021,3,0,3
Stanislaus,2/13/2021,185,16,201
San Benito,2/13/2021,15,0,15
Calaveras,2/13/2021,4,0,4
Santa Cruz,2/13/2021,28,1,29
San Joaquin,2/13/2021,168,11,179
Monterey,2/13/2021,83,0,83
Kern,2/13/2021,229,3,232
Del Norte,2/13/2021,2,0,2
Placer,2/13/2021,77,15,92
Riverside,2/13/2021,586,65,651
San Mateo,2/13/2021,86,12,98
Sacramento,2/13/2021,227,18,245
Nevada,2/13/2021,7,0,7
Tehama,2/13/2021,6,0,6
El Dorado,2/13/2021,4,0,4
Sutter,2/13/2021,0,0,0
Lake,2/13/2021,7,0,7
Colusa,2/13/2021,5,0,5
Siskiyou,2/13/2021,2,0,2
Butte,2/13/2021,15,0,15
San Luis Obispo,2/13/2021,28,2,30
Inyo,2/13/2021,2,1,3
Shasta,2/13/2021,16,0,16
Yolo,2/13/2021,11,0,11
Sonoma,2/13/2021,47,1,48
Contra Costa,2/13/2021,97,18,115
Mono,2/13/2021,1,0,1
Fresno,2/13/2021,317,24,341
Mariposa,2/13/2021,0,0,0
Humboldt,2/13/2021,12,7,19
San Diego,2/13/2021,824,38,862
Orange,2/13/2021,790,26,816
San Bernardino,2/13/2021,572,69,641
Santa Clara,2/13/2021,302,20,322
Madera,2/13/2021,41,6,47
Trinity,2/13/2021,0,0,0
Mendocino,2/13/2021,12,0,12
Plumas,2/13/2021,1,0,1
Santa Barbara,2/13/2021,122,7,129
Napa,2/13/2021,12,1,13
Alameda,2/13/2021,213,38,251
Solano,2/13/2021,91,11,102
Tulare,2/13/2021,104,6,110
Marin,2/13/2021,18,5,23
Lassen,2/13/2021,2,0,2
Imperial,2/13/2021,31,2,33
Merced,2/13/2021,40,0,40
Ventura,2/13/2021,232,11,243
Yuba,2/13/2021,35,0,35
Modoc,2/13/2021,2,0,2
Amador,2/13/2021,5,0,5
Kings,2/13/2021,61,0,61
Inyo,2/14/2021,0,0,0
Los Angeles,2/14/2021,2964,200,3164
San Francisco,2/14/2021,118,3,121
Riverside,2/14/2021,576,56,632
Placer,2/14/2021,78,10,88
Santa Cruz,2/14/2021,30,0,30
Plumas,2/14/2021,2,0,2
Del Norte,2/14/2021,2,0,2
Calaveras,2/14/2021,2,0,2
Mariposa,2/14/2021,0,0,0
Imperial,2/14/2021,29,1,30
Solano,2/14/2021,92,14,106
Humboldt,2/14/2021,13,2,15
San Diego,2/14/2021,806,36,842
Stanislaus,2/14/2021,178,17,195
Kern,2/14/2021,221,7,228
Orange,2/14/2021,777,32,809
Mono,2/14/2021,1,0,1
El Dorado,2/14/2021,6,0,6
Merced,2/14/2021,33,0,33
Mendocino,2/14/2021,13,0,13
Lassen,2/14/2021,2,0,2
Modoc,2/14/2021,2,0,2
San Mateo,2/14/2021,81,10,91
Shasta,2/14/2021,16,0,16
Colusa,2/14/2021,5,0,5
Monterey,2/14/2021,79,0,79
Santa Clara,2/14/2021,293,24,317
Santa Barbara,2/14/2021,119,4,123
Sutter,2/14/2021,0,0,0
Tulare,2/14/2021,97,5,102
Alameda,2/14/2021,201,49,250
San Benito,2/14/2021,13,0,13
Amador,2/14/2021,7,0,7
Tuolumne,2/14/2021,4,0,4
Fresno,2/14/2021,308,16,324
Marin,2/14/2021,17,3,20
Nevada,2/14/2021,6,0,6
Glenn,2/14/2021,0,0,0
Madera,2/14/2021,42,7,49
Kings,2/14/2021,60,0,60
Contra Costa,2/14/2021,99,17,116
San Joaquin,2/14/2021,159,11,170
Butte,2/14/2021,14,2,16
Lake,2/14/2021,4,0,4
San Bernardino,2/14/2021,576,42,618
Yolo,2/14/2021,10,0,10
Yuba,2/14/2021,30,0,30
Trinity,2/14/2021,0,0,0
San Luis Obispo,2/14/2021,30,0,30
Napa,2/14/2021,11,0,11
Siskiyou,2/14/2021,3,0,3
Sonoma,2/14/2021,48,1,49
Sacramento,2/14/2021,223,25,248
Tehama,2/14/2021,6,0,6
Ventura,2/14/2021,221,12,233
Stanislaus,2/15/2021,177,11,188
Santa Clara,2/15/2021,271,41,312
Santa Barbara,2/15/2021,106,3,109
San Benito,2/15/2021,10,0,10
San Joaquin,2/15/2021,146,8,154
San Mateo,2/15/2021,80,7,87
Lake,2/15/2021,3,0,3
Sonoma,2/15/2021,50,1,51
Modoc,2/15/2021,2,0,2
Mariposa,2/15/2021,0,0,0
Plumas,2/15/2021,2,0,2
Orange,2/15/2021,748,21,769
Solano,2/15/2021,85,13,98
Butte,2/15/2021,11,2,13
Sacramento,2/15/2021,227,27,254
Mendocino,2/15/2021,11,0,11
Tuolumne,2/15/2021,2,0,2
Santa Cruz,2/15/2021,28,0,28
Kern,2/15/2021,228,9,237
Alameda,2/15/2021,207,38,245
Calaveras,2/15/2021,1,0,1
Humboldt,2/15/2021,15,4,19
Yolo,2/15/2021,10,0,10
Madera,2/15/2021,46,9,55
Contra Costa,2/15/2021,104,28,132
Los Angeles,2/15/2021,2855,189,3044
San Francisco,2/15/2021,114,5,119
Amador,2/15/2021,7,0,7
Nevada,2/15/2021,4,0,4
Fresno,2/15/2021,309,19,328
Inyo,2/15/2021,0,0,0
Napa,2/15/2021,9,0,9
Glenn,2/15/2021,0,0,0
Kings,2/15/2021,60,0,60
Placer,2/15/2021,77,17,94
Marin,2/15/2021,17,4,21
Del Norte,2/15/2021,2,0,2
Lassen,2/15/2021,1,0,1
Riverside,2/15/2021,567,51,618
San Luis Obispo,2/15/2021,27,0,27
Tehama,2/15/2021,3,0,3
Mono,2/15/2021,1,0,1
Siskiyou,2/15/2021,3,0,3
Shasta,2/15/2021,14,0,14
Trinity,2/15/2021,0,0,0
Imperial,2/15/2021,28,1,29
Monterey,2/15/2021,72,0,72
El Dorado,2/15/2021,3,0,3
Merced,2/15/2021,34,0,34
Tulare,2/15/2021,95,7,102
Sutter,2/15/2021,0,0,0
Colusa,2/15/2021,5,0,5
Ventura,2/15/2021,216,10,226
Yuba,2/15/2021,29,0,29
San Diego,2/15/2021,782,37,819
San Bernardino,2/15/2021,575,54,629
Marin,2/16/2021,14,3,17
Nevada,2/16/2021,5,0,5
Butte,2/16/2021,12,1,13
Modoc,2/16/2021,2,1,3
Contra Costa,2/16/2021,98,25,123
Kern,2/16/2021,226,9,235
Riverside,2/16/2021,553,60,613
Santa Cruz,2/16/2021,23,1,24
Napa,2/16/2021,5,0,5
Tulare,2/16/2021,95,9,104
Colusa,2/16/2021,3,0,3
San Bernardino,2/16/2021,557,55,612
Mono,2/16/2021,1,0,1
Yolo,2/16/2021,11,0,11
Mendocino,2/16/2021,11,0,11
Kings,2/16/2021,56,0,56
Sacramento,2/16/2021,212,17,229
Glenn,2/16/2021,0,0,0
San Francisco,2/16/2021,118,7,125
Ventura,2/16/2021,202,9,211
Placer,2/16/2021,67,12,79
Humboldt,2/16/2021,13,5,18
Lake,2/16/2021,1,0,1
Merced,2/16/2021,33,0,33
Amador,2/16/2021,7,0,7
Los Angeles,2/16/2021,2757,223,2980
Sonoma,2/16/2021,45,1,46
Shasta,2/16/2021,12,0,12
Imperial,2/16/2021,27,1,28
Madera,2/16/2021,39,4,43
San Mateo,2/16/2021,82,7,89
El Dorado,2/16/2021,5,0,5
Calaveras,2/16/2021,1,0,1
Fresno,2/16/2021,303,21,324
Alameda,2/16/2021,200,37,237
Orange,2/16/2021,719,24,743
Sutter,2/16/2021,0,0,0
Inyo,2/16/2021,0,0,0
San Joaquin,2/16/2021,144,14,158
Stanislaus,2/16/2021,172,12,184
San Diego,2/16/2021,782,39,821
Solano,2/16/2021,82,13,95
San Benito,2/16/2021,10,0,10
Siskiyou,2/16/2021,1,0,1
Plumas,2/16/2021,1,0,1
Mariposa,2/16/2021,0,0,0
Santa Barbara,2/16/2021,104,3,107
Del Norte,2/16/2021,2,0,2
San Luis Obispo,2/16/2021,28,0,28
Yuba,2/16/2021,29,0,29
Santa Clara,2/16/2021,267,27,294
Trinity,2/16/2021,0,0,0
Tuolumne,2/16/2021,2,0,2
Tehama,2/16/2021,4,0,4
Lassen,2/16/2021,0,0,0
Monterey,2/16/2021,72,0,72
San Benito,2/17/2021,10,0,10
Solano,2/17/2021,85,12,97
Sutter,2/17/2021,0,0,0
Colusa,2/17/2021,3,0,3
Santa Cruz,2/17/2021,23,1,24
Shasta,2/17/2021,12,0,12
Monterey,2/17/2021,65,0,65
Modoc,2/17/2021,2,0,2
Plumas,2/17/2021,1,0,1
Trinity,2/17/2021,0,0,0
Siskiyou,2/17/2021,1,0,1
Marin,2/17/2021,15,3,18
Amador,2/17/2021,6,0,6
Mono,2/17/2021,1,0,1
San Bernardino,2/17/2021,556,44,600
Madera,2/17/2021,41,9,50
Humboldt,2/17/2021,12,3,15
Contra Costa,2/17/2021,98,20,118
Riverside,2/17/2021,535,68,603
Orange,2/17/2021,663,26,689
Tuolumne,2/17/2021,3,0,3
Tulare,2/17/2021,96,10,106
Mariposa,2/17/2021,0,0,0
Calaveras,2/17/2021,1,0,1
San Diego,2/17/2021,746,55,801
Tehama,2/17/2021,4,0,4
Lake,2/17/2021,2,0,2
Stanislaus,2/17/2021,173,15,188
Los Angeles,2/17/2021,2640,230,2870
Sacramento,2/17/2021,204,21,225
Sonoma,2/17/2021,43,0,43
Placer,2/17/2021,63,13,76
San Mateo,2/17/2021,85,9,94
Nevada,2/17/2021,4,0,4
San Francisco,2/17/2021,108,10,118
Napa,2/17/2021,3,0,3
Mendocino,2/17/2021,11,0,11
Butte,2/17/2021,16,0,16
Yolo,2/17/2021,11,0,11
Ventura,2/17/2021,195,8,203
Kern,2/17/2021,219,14,233
Del Norte,2/17/2021,1,0,1
Inyo,2/17/2021,1,0,1
Kings,2/17/2021,49,0,49
San Joaquin,2/17/2021,134,9,143
El Dorado,2/17/2021,5,1,6
Alameda,2/17/2021,194,33,227
Yuba,2/17/2021,29,1,30
Santa Barbara,2/17/2021,95,6,101
Fresno,2/17/2021,295,16,311
Merced,2/17/2021,32,0,32
Santa Clara,2/17/2021,261,20,281
San Luis Obispo,2/17/2021,24,3,27
Imperial,2/17/2021,28,2,30
Glenn,2/17/2021,0,0,0
Lassen,2/17/2021,0,0,0
Madera,2/18/2021,40,12,52
Del Norte,2/18/2021,1,2,3
San Benito,2/18/2021,9,0,9
Sacramento,2/18/2021,201,17,218
Mendocino,2/18/2021,9,0,9
Plumas,2/18/2021,1,0,1
Santa Barbara,2/18/2021,97,9,106
Kern,2/18/2021,185,9,194
San Francisco,2/18/2021,93,7,100
Fresno,2/18/2021,289,18,307
Riverside,2/18/2021,513,63,576
Stanislaus,2/18/2021,173,19,192
Orange,2/18/2021,636,25,661
Amador,2/18/2021,5,1,6
San Luis Obispo,2/18/2021,21,2,23
Santa Clara,2/18/2021,255,19,274
Lassen,2/18/2021,0,0,0
Mono,2/18/2021,0,0,0
Solano,2/18/2021,86,12,98
Shasta,2/18/2021,12,0,12
San Bernardino,2/18/2021,505,34,539
Los Angeles,2/18/2021,2498,247,2745
